2016-05-13,'600636,三爱富,0.0,0.0,0.0,0.0,13.86,None,None,0.0,0,0.0,6194614803.3,5293834914.06
2016-05-12,'600636,三爱富,0.0,0.0,0.0,0.0,13.86,None,None,0.0,0,0.0,6194614803.3,5293834914.06
2016-05-11,'600636,三爱富,0.0,0.0,0.0,0.0,13.86,None,None,0.0,0,0.0,6194614803.3,5293834914.06
2016-05-10,'600636,三爱富,0.0,0.0,0.0,0.0,13.86,None,None,0.0,0,0.0,6194614803.3,5293834914.06
2016-05-09,'600636,三爱富,0.0,0.0,0.0,0.0,13.86,None,None,0.0,0,0.0,6194614803.3,5293834914.06
2016-05-06,'600636,三爱富,13.86,14.88,13.84,14.7,14.77,-0.91,-6.1611,3.6732,14029852,201127671.0,6194614803.3,5293834914.06
2016-05-05,'600636,三爱富,14.77,14.86,14.35,14.49,14.47,0.3,2.0733,2.9226,11162999,163623517.0,6601331936.85,5641409933.67
2016-05-04,'600636,三爱富,14.47,14.77,14.37,14.49,14.6,-0.13,-0.8904,2.0823,7953527,115418644.0,6467249365.35,5526824762.37
2016-05-03,'600636,三爱富,14.6,14.69,14.08,14.16,14.2,0.4,2.8169,2.7848,10636619,153467251.0,6525351813.0,5576478336.6
2016-04-29,'600636,三爱富,14.2,14.49,13.81,13.91,13.8,0.4,2.8986,3.1376,11984166,170918766.0,6346575051.0,5423698108.2
2016-04-28,'600636,三爱富,13.8,14.0,13.45,13.87,13.87,-0.07,-0.5047,1.7991,6871796,94473714.0,6167798289.0,5270917879.8
2016-04-27,'600636,三爱富,13.87,14.35,13.79,13.96,13.98,-0.11,-0.7868,2.742,10473012,147653073.0,6199084222.35,5297654419.77
2016-04-26,'600636,三爱富,13.98,14.04,13.38,13.5,13.5,0.48,3.5556,2.4952,9530566,130305484.0,6248247831.9,5339668982.58
2016-04-25,'600636,三爱富,13.5,13.7,13.13,13.45,13.48,0.02,0.1484,1.7972,6864543,92582536.0,6033715717.5,5156332708.5
2016-04-22,'600636,三爱富,13.48,13.67,13.2,13.63,13.71,-0.23,-1.6776,2.4858,9494405,127339823.0,6024776879.4,5148693697.08
2016-04-21,'600636,三爱富,13.71,14.18,13.31,13.48,13.58,0.13,0.9573,3.4243,13079022,180006814.0,6127573517.55,5236542328.41
2016-04-20,'600636,三爱富,13.58,14.78,13.15,14.59,14.59,-1.01,-6.9225,4.6084,17601759,244545548.0,6069471069.9,5186888754.18
2016-04-19,'600636,三爱富,14.59,15.05,14.45,14.8,14.84,-0.25,-1.6846,2.8925,11047742,161785558.0,6520882393.95,5572658830.89
2016-04-18,'600636,三爱富,14.84,15.07,14.28,14.47,14.48,0.36,2.4862,4.7207,18030733,265721933.0,6632617870.2,5668146473.64
2016-04-15,'600636,三爱富,14.48,14.69,14.3,14.3,14.39,0.09,0.6254,2.8557,10907339,157750659.0,6471718784.4,5530644268.08
2016-04-14,'600636,三爱富,14.39,14.59,14.27,14.54,14.39,0.0,0.0,3.2421,12383107,178184802.0,6431494012.95,5496268716.69
2016-04-13,'600636,三爱富,14.39,14.7,13.79,13.88,13.77,0.62,4.5025,5.492,20976900,299614783.0,6431494012.95,5496268716.69
2016-04-12,'600636,三爱富,13.77,14.1,13.58,13.9,13.98,-0.21,-1.5021,2.3897,9127529,125997371.0,6154390031.85,5259459362.67
2016-04-11,'600636,三爱富,13.98,14.08,13.6,13.72,13.61,0.37,2.7186,3.4534,13190352,183120558.0,6248247831.9,5339668982.58
2016-04-08,'600636,三爱富,13.61,13.82,13.35,13.47,13.6,0.01,0.0735,3.1724,12117175,165250786.0,6082879327.05,5198347271.31
2016-04-07,'600636,三爱富,13.6,14.06,13.41,13.6,13.61,-0.01,-0.0735,4.2671,16298082,224298164.0,6078409908.0,5194527765.6
2016-04-06,'600636,三爱富,13.61,13.83,13.38,13.63,13.78,-0.17,-1.2337,3.4276,13091782,178584406.0,6082879327.05,5198347271.31
2016-04-05,'600636,三爱富,13.78,13.95,13.37,13.42,13.39,0.39,2.9126,4.1594,15886726,217381741.0,6158859450.9,5263278868.38
2016-04-01,'600636,三爱富,13.39,13.7,13.21,13.5,13.7,-0.31,-2.2628,3.5485,13553461,181564515.0,5984552107.95,5114318145.69
2016-03-31,'600636,三爱富,13.7,13.73,13.21,13.28,13.43,0.27,2.0104,6.3614,24297273,326276536.0,6123104098.5,5232722822.7
2016-03-30,'600636,三爱富,13.43,13.62,12.35,12.43,12.39,1.04,8.3939,6.7537,25795666,339385266.0,6002429784.15,5129596168.53
2016-03-29,'600636,三爱富,12.39,12.47,12.06,12.13,12.08,0.31,2.5662,2.2973,8774503,107189668.0,5537610202.95,4732367574.69
2016-03-28,'600636,三爱富,12.08,12.55,12.05,12.37,12.35,-0.27,-2.1862,2.6067,9956366,122928221.0,5399058212.4,4613962897.68
2016-03-25,'600636,三爱富,12.35,12.37,11.93,12.05,12.36,-0.01,-0.0809,2.3132,8835327,107883394.0,5519732526.75,4717089551.85
2016-03-24,'600636,三爱富,12.36,12.63,12.3,12.47,12.73,-0.37,-2.9065,2.3777,9081572,113249737.0,5524201945.8,4720909057.56
2016-03-23,'600636,三爱富,12.73,12.77,12.5,12.6,12.57,0.16,1.2729,2.3726,9062130,114648362.0,5689570450.65,4862230768.83
2016-03-22,'600636,三爱富,12.57,12.75,12.5,12.65,12.82,-0.25,-1.9501,2.9116,11120718,140494470.0,5618059745.85,4801118677.47
2016-03-21,'600636,三爱富,12.82,12.87,12.51,12.57,12.52,0.3,2.3962,4.463,17046486,216562955.0,5729795222.1,4896606320.22
2016-03-18,'600636,三爱富,12.52,12.67,12.03,12.09,12.06,0.46,3.8143,4.2565,16257735,201663251.0,5595712650.6,4782021148.92
2016-03-17,'600636,三爱富,12.06,12.12,11.68,11.73,11.69,0.37,3.1651,2.4856,9493948,113154098.0,5390119374.3,4606323886.26
2016-03-16,'600636,三爱富,11.69,11.85,11.41,11.7,11.64,0.05,0.4296,1.4682,5607832,65205365.0,5224750869.45,4465002174.99
2016-03-15,'600636,三爱富,11.64,11.88,11.61,11.73,11.79,-0.15,-1.2723,1.4445,5517229,64786077.0,5202403774.2,4445904646.44
2016-03-14,'600636,三爱富,11.79,11.9,11.4,11.44,11.3,0.49,4.3363,1.8902,7219810,84614268.0,5269445059.95,4503197232.09
2016-03-11,'600636,三爱富,11.3,11.5,11.18,11.31,11.34,-0.04,-0.3527,1.2201,4660014,52751688.0,5050443526.5,4316041452.3
2016-03-10,'600636,三爱富,11.34,11.88,11.32,11.74,11.72,-0.38,-3.2423,1.5268,5831750,67722560.0,5068321202.7,4331319475.14
2016-03-09,'600636,三爱富,11.72,11.98,11.6,11.7,12.11,-0.39,-3.2205,1.911,7298919,85872702.0,5238159126.6,4476460692.12
2016-03-08,'600636,三爱富,12.11,12.39,11.13,12.26,12.37,-0.26,-2.1019,2.7887,10651433,126814313.0,5412466469.55,4625421414.81
2016-03-07,'600636,三爱富,12.37,12.43,12.07,12.07,12.05,0.32,2.6556,2.6936,10288304,126215530.0,5528671364.85,4724728563.27
2016-03-04,'600636,三爱富,12.05,12.65,11.8,12.0,12.16,-0.11,-0.9046,4.5203,17265183,212312178.0,5385649955.25,4602504380.55
2016-03-03,'600636,三爱富,12.16,12.46,11.71,11.71,11.8,0.36,3.0508,3.679,14051854,170652506.0,5434813564.8,4644518943.36
2016-03-02,'600636,三爱富,11.8,11.88,11.18,11.25,11.29,0.51,4.5173,3.2092,12257691,141835776.0,5273914479.0,4507016737.8
2016-03-01,'600636,三爱富,11.29,11.37,10.88,11.18,11.04,0.25,2.2645,1.9028,7267687,81160690.0,5045974107.45,4312221946.59
